,Subject,readable_actions,action,average of:
1660,5,SITTING,fBodyAcc_Mean_Y,-0.921434736
1661,5,SITTING,fBodyAcc_Mean_Z,-0.946064217
1662,5,SITTING,fBodyAcc_Std_X,-0.982590843
1663,5,SITTING,fBodyAcc_Std_Y,-0.90229153
1664,5,SITTING,fBodyAcc_Std_Z,-0.92184351
1665,5,SITTING,fBodyAccJerk_Mean_X,-0.976024951
1666,5,SITTING,fBodyAccJerk_Mean_Y,-0.95423749
1667,5,SITTING,fBodyAccJerk_Mean_Z,-0.969501331
1668,5,SITTING,fBodyAccJerk_Std_X,-0.976530547
1669,5,SITTING,fBodyAccJerk_Std_Y,-0.954464442
1670,5,SITTING,fBodyAccJerk_Std_Z,-0.97602233
1671,5,SITTING,fBodyGyro_Mean_X,-0.957117252
1672,5,SITTING,fBodyGyro_Mean_Y,-0.955460359
1673,5,SITTING,fBodyGyro_Mean_Z,-0.938003426
1674,5,SITTING,fBodyGyro_Std_X,-0.969390369
1675,5,SITTING,fBodyGyro_Std_Y,-0.947571472
1676,5,SITTING,fBodyGyro_Std_Z,-0.947346477
1677,5,SITTING,fBodyAccMag_Mean,-0.936290605
1678,5,SITTING,fBodyAccMag_Std,-0.925669291
1679,5,SITTING,fBodyBodyAccJerkMag_Mean,-0.964440302
1680,5,SITTING,fBodyBodyAccJerkMag_Std,-0.966545323
1681,5,STANDING,Body_Acc_Mean_X,0.282544391
1682,5,STANDING,Body_Acc_Mean_Y,-0.007004186
1683,5,STANDING,Body_Acc_Mean_Z,-0.102171096
1684,5,STANDING,Body_Acc_Std_X,-0.968591816
1685,5,STANDING,Body_Acc_Std_Y,-0.869439913
1686,5,STANDING,Body_Acc_Std_Z,-0.869327322
1687,5,STANDING,Gravity_Acc_Mean_X,0.960188699
1688,5,STANDING,Gravity_Acc_Mean_Y,-0.038710127
1689,5,STANDING,Gravity_Acc_Mean_Z,0.138638437
1690,5,STANDING,Gravity_Acc_Std_X,-0.974088206
1691,5,STANDING,Gravity_Acc_Std_Y,-0.931973943
1692,5,STANDING,Gravity_Acc_Std_Z,-0.914608496
1693,5,STANDING,Body_Acc_Jerk_Mean_X,0.072518986
1694,5,STANDING,Body_Acc_Jerk_Mean_Y,-0.002219902
1695,5,STANDING,Body_Acc_Jerk_Mean_Z,-0.012281222
1696,5,STANDING,Body_Acc_Jerk_Std_X,-0.96264708
1697,5,STANDING,Body_Acc_Jerk_Std_Y,-0.931217141
1698,5,STANDING,Body_Acc_Jerk_Std_Z,-0.963832119
1699,5,STANDING,BodyGyro_Mean_X,-0.03227119
1700,5,STANDING,BodyGyro_Mean_Y,-0.050987505
1701,5,STANDING,BodyGyro_Mean_Z,0.069094576
1702,5,STANDING,BodyGyro_Std_X,-0.910395222
1703,5,STANDING,BodyGyro_Std_Y,-0.933738104
1704,5,STANDING,BodyGyro_Std_Z,-0.907471556
1705,5,STANDING,BodyGyroJerk_Mean_X,-0.092224986
1706,5,STANDING,BodyGyroJerk_Mean_Y,-0.039910819
1707,5,STANDING,BodyGyroJerk_Mean_Z,-0.042222134
1708,5,STANDING,BodyGyroJerk_Std_X,-0.941930044
1709,5,STANDING,BodyGyroJerk_Std_Y,-0.961177742
1710,5,STANDING,BodyGyroJerk_Std_Z,-0.944755343
1711,5,STANDING,BodyAccMag_Mean,-0.906104701
1712,5,STANDING,NameBodyAccMag_Std,-0.879773801
1713,5,STANDING,GravityAccMag_Mean,-0.906104701
1714,5,STANDING,GravityAccMag_Std,-0.879773801
1715,5,STANDING,BodyAccJerkMag_Mean,-0.956863566
1716,5,STANDING,BodyAccJerkMag_Std,-0.942962048
1717,5,STANDING,BodyGyroMag_Mean,-0.900671631
1718,5,STANDING,BodyGyroMag_Std,-0.867041712
1719,5,STANDING,fBodyAcc_Mean_X,-0.964500917
1720,5,STANDING,fBodyAcc_Mean_Y,-0.890796361
1721,5,STANDING,fBodyAcc_Mean_Z,-0.915083799
1722,5,STANDING,fBodyAcc_Std_X,-0.970668409
1723,5,STANDING,fBodyAcc_Std_Y,-0.867933178
1724,5,STANDING,fBodyAcc_Std_Z,-0.858231388
1725,5,STANDING,fBodyAccJerk_Mean_X,-0.963059235
1726,5,STANDING,fBodyAccJerk_Mean_Y,-0.931370209
1727,5,STANDING,fBodyAccJerk_Mean_Z,-0.958438727
1728,5,STANDING,fBodyAccJerk_Std_X,-0.965778921
1729,5,STANDING,fBodyAccJerk_Std_Y,-0.936202601
1730,5,STANDING,fBodyAccJerk_Std_Z,-0.968072301
1731,5,STANDING,fBodyGyro_Mean_X,-0.909661802
1732,5,STANDING,fBodyGyro_Mean_Y,-0.939373524
1733,5,STANDING,fBodyGyro_Mean_Z,-0.907190837
1734,5,STANDING,fBodyGyro_Std_X,-0.912780916
1735,5,STANDING,fBodyGyro_Std_Y,-0.931857811
1736,5,STANDING,fBodyGyro_Std_Z,-0.916789356
1737,5,STANDING,fBodyAccMag_Mean,-0.904641393
1738,5,STANDING,fBodyAccMag_Std,-0.886745171
1739,5,STANDING,fBodyBodyAccJerkMag_Mean,-0.941825903
1740,5,STANDING,fBodyBodyAccJerkMag_Std,-0.94360196
1741,5,LAYING,Body_Acc_Mean_X,0.278334326
1742,5,LAYING,Body_Acc_Mean_Y,-0.018304212
1743,5,LAYING,Body_Acc_Mean_Z,-0.107937604
1744,5,LAYING,Body_Acc_Std_X,-0.96593451
1745,5,LAYING,Body_Acc_Std_Y,-0.969295613
1746,5,LAYING,Body_Acc_Std_Z,-0.968562516
1747,5,LAYING,Gravity_Acc_Mean_X,-0.483470598
1748,5,LAYING,Gravity_Acc_Mean_Y,0.954890346
1749,5,LAYING,Gravity_Acc_Mean_Z,0.263644692
1750,5,LAYING,Gravity_Acc_Std_X,-0.945695336
1751,5,LAYING,Gravity_Acc_Std_Y,-0.985964054
1752,5,LAYING,Gravity_Acc_Std_Z,-0.977076645
1753,5,LAYING,Body_Acc_Jerk_Mean_X,0.084816482
1754,5,LAYING,Body_Acc_Jerk_Mean_Y,0.007474608
1755,5,LAYING,Body_Acc_Jerk_Mean_Z,-0.003040672
1756,5,LAYING,Body_Acc_Jerk_Std_X,-0.983307862
1757,5,LAYING,Body_Acc_Jerk_Std_Y,-0.964560431
1758,5,LAYING,Body_Acc_Jerk_Std_Z,-0.985419368
1759,5,LAYING,BodyGyro_Mean_X,-0.021893501
1760,5,LAYING,BodyGyro_Mean_Y,-0.07987096
1761,5,LAYING,BodyGyro_Mean_Z,0.159894367
1762,5,LAYING,BodyGyro_Std_X,-0.979498707
1763,5,LAYING,BodyGyro_Std_Y,-0.977427371
1764,5,LAYING,BodyGyro_Std_Z,-0.960583777
1765,5,LAYING,BodyGyroJerk_Mean_X,-0.102114125
1766,5,LAYING,BodyGyroJerk_Mean_Y,-0.040444693
1767,5,LAYING,BodyGyroJerk_Mean_Z,-0.070830969
1768,5,LAYING,BodyGyroJerk_Std_X,-0.983422258
1769,5,LAYING,BodyGyroJerk_Std_Y,-0.983759479
1770,5,LAYING,BodyGyroJerk_Std_Z,-0.989679592
1771,5,LAYING,BodyAccMag_Mean,-0.966777883
1772,5,LAYING,NameBodyAccMag_Std,-0.958612786
1773,5,LAYING,GravityAccMag_Mean,-0.966777883
1774,5,LAYING,GravityAccMag_Std,-0.958612786
1775,5,LAYING,BodyAccJerkMag_Mean,-0.980141254
1776,5,LAYING,BodyAccJerkMag_Std,-0.977477145
1777,5,LAYING,BodyGyroMag_Mean,-0.946938301
1778,5,LAYING,BodyGyroMag_Std,-0.958287922
1779,5,LAYING,fBodyAcc_Mean_X,-0.968741678
1780,5,LAYING,fBodyAcc_Mean_Y,-0.965419521
1781,5,LAYING,fBodyAcc_Mean_Z,-0.977007725
1782,5,LAYING,fBodyAcc_Std_X,-0.964953894
1783,5,LAYING,fBodyAcc_Std_Y,-0.972909187
1784,5,LAYING,fBodyAcc_Std_Z,-0.965882191
1785,5,LAYING,fBodyAccJerk_Mean_X,-0.982689657
1786,5,LAYING,fBodyAccJerk_Mean_Y,-0.965328566
1787,5,LAYING,fBodyAccJerk_Mean_Z,-0.983250309
1788,5,LAYING,fBodyAccJerk_Std_X,-0.98562527
1789,5,LAYING,fBodyAccJerk_Std_Y,-0.96624258
1790,5,LAYING,fBodyAccJerk_Std_Z,-0.986135599
1791,5,LAYING,fBodyGyro_Mean_X,-0.975797492
1792,5,LAYING,fBodyGyro_Mean_Y,-0.978249646
1793,5,LAYING,fBodyGyro_Mean_Z,-0.963202948
1794,5,LAYING,fBodyGyro_Std_X,-0.98070577
1795,5,LAYING,fBodyGyro_Std_Y,-0.977257801
1796,5,LAYING,fBodyGyro_Std_Z,-0.963305738
1797,5,LAYING,fBodyAccMag_Mean,-0.962234984
1798,5,LAYING,fBodyAccMag_Std,-0.962525369
1799,5,LAYING,fBodyBodyAccJerkMag_Mean,-0.97735638
1800,5,LAYING,fBodyBodyAccJerkMag_Std,-0.976381935
1801,6,WALKING,Body_Acc_Mean_X,0.283658868
1802,6,WALKING,Body_Acc_Mean_Y,-0.016895419
1803,6,WALKING,Body_Acc_Mean_Z,-0.110303166
1804,6,WALKING,Body_Acc_Std_X,-0.296538717
1805,6,WALKING,Body_Acc_Std_Y,0.164213885
1806,6,WALKING,Body_Acc_Std_Z,-0.504324207
1807,6,WALKING,Gravity_Acc_Mean_X,0.958067455
1808,6,WALKING,Gravity_Acc_Mean_Y,-0.214694852
1809,6,WALKING,Gravity_Acc_Mean_Z,0.033188883
1810,6,WALKING,Gravity_Acc_Std_X,-0.977779896
1811,6,WALKING,Gravity_Acc_Std_Y,-0.964248568
1812,6,WALKING,Gravity_Acc_Std_Z,-0.957205026
1813,6,WALKING,Body_Acc_Jerk_Mean_X,0.069958588
1814,6,WALKING,Body_Acc_Jerk_Mean_Y,-0.016483172
1815,6,WALKING,Body_Acc_Jerk_Mean_Z,-0.007389312
1816,6,WALKING,Body_Acc_Jerk_Std_X,-0.132784767
1817,6,WALKING,Body_Acc_Jerk_Std_Y,0.008088974
1818,6,WALKING,Body_Acc_Jerk_Std_Z,-0.575777466
1819,6,WALKING,BodyGyro_Mean_X,-0.025509619
1820,6,WALKING,BodyGyro_Mean_Y,-0.074446247
1821,6,WALKING,BodyGyro_Mean_Z,0.08388088
1822,6,WALKING,BodyGyro_Std_X,-0.446020953
1823,6,WALKING,BodyGyro_Std_Y,-0.331702268
1824,6,WALKING,BodyGyro_Std_Z,-0.383139335
1825,6,WALKING,BodyGyroJerk_Mean_X,-0.087889109
1826,6,WALKING,BodyGyroJerk_Mean_Y,-0.036230897
1827,6,WALKING,BodyGyroJerk_Mean_Z,-0.053959728
1828,6,WALKING,BodyGyroJerk_Std_X,-0.182600934
1829,6,WALKING,BodyGyroJerk_Std_Y,-0.416390246
1830,6,WALKING,BodyGyroJerk_Std_Z,-0.166684422
1831,6,WALKING,BodyAccMag_Mean,-0.166840714
1832,6,WALKING,NameBodyAccMag_Std,-0.266734167
1833,6,WALKING,GravityAccMag_Mean,-0.166840714
1834,6,WALKING,GravityAccMag_Std,-0.266734167
1835,6,WALKING,BodyAccJerkMag_Mean,-0.195117026
1836,6,WALKING,BodyAccJerkMag_Std,-0.070602965
1837,6,WALKING,BodyGyroMag_Mean,-0.281207841
1838,6,WALKING,BodyGyroMag_Std,-0.365602917
1839,6,WALKING,fBodyAcc_Mean_X,-0.187934323
1840,6,WALKING,fBodyAcc_Mean_Y,0.140781622
1841,6,WALKING,fBodyAcc_Mean_Z,-0.498520164
1842,6,WALKING,fBodyAcc_Std_X,-0.34522769
1843,6,WALKING,fBodyAcc_Std_Y,0.101699642
1844,6,WALKING,fBodyAcc_Std_Z,-0.550474622
1845,6,WALKING,fBodyAccJerk_Mean_X,-0.150942918
1846,6,WALKING,fBodyAccJerk_Mean_Y,-0.075374232
1847,6,WALKING,fBodyAccJerk_Mean_Z,-0.541438616
1848,6,WALKING,fBodyAccJerk_Std_X,-0.192694694
1849,6,WALKING,fBodyAccJerk_Std_Y,0.031445068
1850,6,WALKING,fBodyAccJerk_Std_Z,-0.608624354
1851,6,WALKING,fBodyGyro_Mean_X,-0.239650711
1852,6,WALKING,fBodyGyro_Mean_Y,-0.341378429
1853,6,WALKING,fBodyGyro_Mean_Z,-0.203575459
1854,6,WALKING,fBodyGyro_Std_X,-0.515323854
1855,6,WALKING,fBodyGyro_Std_Y,-0.332008707
1856,6,WALKING,fBodyGyro_Std_Z,-0.512209234
1857,6,WALKING,fBodyAccMag_Mean,-0.201386608
1858,6,WALKING,fBodyAccMag_Std,-0.421683094
1859,6,WALKING,fBodyBodyAccJerkMag_Mean,-0.055401423
1860,6,WALKING,fBodyBodyAccJerkMag_Std,-0.09649997
1861,6,WALKING_UPSTAIRS,Body_Acc_Mean_X,0.268229355
1862,6,WALKING_UPSTAIRS,Body_Acc_Mean_Y,-0.027242539
1863,6,WALKING_UPSTAIRS,Body_Acc_Mean_Z,-0.122082439
1864,6,WALKING_UPSTAIRS,Body_Acc_Std_X,-0.050135019
1865,6,WALKING_UPSTAIRS,Body_Acc_Std_Y,0.189276117
1866,6,WALKING_UPSTAIRS,Body_Acc_Std_Z,-0.353519515
1867,6,WALKING_UPSTAIRS,Gravity_Acc_Mean_X,0.913632242
1868,6,WALKING_UPSTAIRS,Gravity_Acc_Mean_Y,-0.340732609
1869,6,WALKING_UPSTAIRS,Gravity_Acc_Mean_Z,-0.018460896
1870,6,WALKING_UPSTAIRS,Gravity_Acc_Std_X,-0.959399425
1871,6,WALKING_UPSTAIRS,Gravity_Acc_Std_Y,-0.912900683
1872,6,WALKING_UPSTAIRS,Gravity_Acc_Std_Z,-0.906196352
1873,6,WALKING_UPSTAIRS,Body_Acc_Jerk_Mean_X,0.07210675
1874,6,WALKING_UPSTAIRS,Body_Acc_Jerk_Mean_Y,0.003713434
1875,6,WALKING_UPSTAIRS,Body_Acc_Jerk_Mean_Z,-0.002378166
1876,6,WALKING_UPSTAIRS,Body_Acc_Jerk_Std_X,-0.180301156
1877,6,WALKING_UPSTAIRS,Body_Acc_Jerk_Std_Y,-0.041399465
1878,6,WALKING_UPSTAIRS,Body_Acc_Jerk_Std_Z,-0.560830688
1879,6,WALKING_UPSTAIRS,BodyGyro_Mean_X,-0.076740683
1880,6,WALKING_UPSTAIRS,BodyGyro_Mean_Y,-0.051898199
1881,6,WALKING_UPSTAIRS,BodyGyro_Mean_Z,0.066423403
1882,6,WALKING_UPSTAIRS,BodyGyro_Std_X,-0.321973724
1883,6,WALKING_UPSTAIRS,BodyGyro_Std_Y,-0.315799902
1884,6,WALKING_UPSTAIRS,BodyGyro_Std_Z,-0.183900182
1885,6,WALKING_UPSTAIRS,BodyGyroJerk_Mean_X,-0.065202449
1886,6,WALKING_UPSTAIRS,BodyGyroJerk_Mean_Y,-0.045770535
1887,6,WALKING_UPSTAIRS,BodyGyroJerk_Mean_Z,-0.057680005
1888,6,WALKING_UPSTAIRS,BodyGyroJerk_Std_X,-0.186763294
1889,6,WALKING_UPSTAIRS,BodyGyroJerk_Std_Y,-0.486494121
1890,6,WALKING_UPSTAIRS,BodyGyroJerk_Std_Z,-0.170814791
1891,6,WALKING_UPSTAIRS,BodyAccMag_Mean,0.017779097
1892,6,WALKING_UPSTAIRS,NameBodyAccMag_Std,-0.079150884
1893,6,WALKING_UPSTAIRS,GravityAccMag_Mean,0.017779097
1894,6,WALKING_UPSTAIRS,GravityAccMag_Std,-0.079150884
1895,6,WALKING_UPSTAIRS,BodyAccJerkMag_Mean,-0.207379799
1896,6,WALKING_UPSTAIRS,BodyAccJerkMag_Std,-0.169970363
1897,6,WALKING_UPSTAIRS,BodyGyroMag_Mean,-0.129121244
1898,6,WALKING_UPSTAIRS,BodyGyroMag_Std,-0.19989371
1899,6,WALKING_UPSTAIRS,fBodyAcc_Mean_X,-0.131075373
1900,6,WALKING_UPSTAIRS,fBodyAcc_Mean_Y,0.09780351
1901,6,WALKING_UPSTAIRS,fBodyAcc_Mean_Z,-0.4272481
1902,6,WALKING_UPSTAIRS,fBodyAcc_Std_X,-0.021133563
1903,6,WALKING_UPSTAIRS,fBodyAcc_Std_Y,0.159123777
1904,6,WALKING_UPSTAIRS,fBodyAcc_Std_Z,-0.365874184
1905,6,WALKING_UPSTAIRS,fBodyAccJerk_Mean_X,-0.24481277
1906,6,WALKING_UPSTAIRS,fBodyAccJerk_Mean_Y,-0.122991594
1907,6,WALKING_UPSTAIRS,fBodyAccJerk_Mean_Z,-0.549314616
1908,6,WALKING_UPSTAIRS,fBodyAccJerk_Std_X,-0.186815074
1909,6,WALKING_UPSTAIRS,fBodyAccJerk_Std_Y,-0.016981141
1910,6,WALKING_UPSTAIRS,fBodyAccJerk_Std_Z,-0.571673957
1911,6,WALKING_UPSTAIRS,fBodyGyro_Mean_X,-0.115065008
1912,6,WALKING_UPSTAIRS,fBodyGyro_Mean_Y,-0.32965378
1913,6,WALKING_UPSTAIRS,fBodyGyro_Mean_Z,-0.046414211
1914,6,WALKING_UPSTAIRS,fBodyGyro_Std_X,-0.390248128
1915,6,WALKING_UPSTAIRS,fBodyGyro_Std_Y,-0.313618571
1916,6,WALKING_UPSTAIRS,fBodyGyro_Std_Z,-0.309998085
1917,6,WALKING_UPSTAIRS,fBodyAccMag_Mean,-0.08194794
1918,6,WALKING_UPSTAIRS,fBodyAccMag_Std,-0.222161434
1919,6,WALKING_UPSTAIRS,fBodyBodyAccJerkMag_Mean,-0.169868234
1920,6,WALKING_UPSTAIRS,fBodyBodyAccJerkMag_Std,-0.177734841
1921,6,WALKING_DOWNSTAIRS,Body_Acc_Mean_X,0.277045258
1922,6,WALKING_DOWNSTAIRS,Body_Acc_Mean_Y,-0.01953684
1923,6,WALKING_DOWNSTAIRS,Body_Acc_Mean_Z,-0.107209356
1924,6,WALKING_DOWNSTAIRS,Body_Acc_Std_X,0.38368164
1925,6,WALKING_DOWNSTAIRS,Body_Acc_Std_Y,0.360164959
1926,6,WALKING_DOWNSTAIRS,Body_Acc_Std_Z,-0.320204233
1927,6,WALKING_DOWNSTAIRS,Gravity_Acc_Mean_X,0.928531455
1928,6,WALKING_DOWNSTAIRS,Gravity_Acc_Mean_Y,-0.214046334
1929,6,WALKING_DOWNSTAIRS,Gravity_Acc_Mean_Z,-0.003079817
1930,6,WALKING_DOWNSTAIRS,Gravity_Acc_Std_X,-0.954406268
1931,6,WALKING_DOWNSTAIRS,Gravity_Acc_Std_Y,-0.933577601
1932,6,WALKING_DOWNSTAIRS,Gravity_Acc_Std_Z,-0.934378766
1933,6,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Mean_X,0.103681344
1934,6,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Mean_Y,0.009876858
1935,6,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Mean_Z,-0.009324706
1936,6,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Std_X,0.165271071
1937,6,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Std_Y,0.27654403
1938,6,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Std_Z,-0.336817322
1939,6,WALKING_DOWNSTAIRS,BodyGyro_Mean_X,-0.096083744
1940,6,WALKING_DOWNSTAIRS,BodyGyro_Mean_Y,-0.034178221
1941,6,WALKING_DOWNSTAIRS,BodyGyro_Mean_Z,0.08700126
1942,6,WALKING_DOWNSTAIRS,BodyGyro_Std_X,-0.198303853
1943,6,WALKING_DOWNSTAIRS,BodyGyro_Std_Y,-0.18922957
1944,6,WALKING_DOWNSTAIRS,BodyGyro_Std_Z,-0.094079793
1945,6,WALKING_DOWNSTAIRS,BodyGyroJerk_Mean_X,-0.025645223
1946,6,WALKING_DOWNSTAIRS,BodyGyroJerk_Mean_Y,-0.076808992
1947,6,WALKING_DOWNSTAIRS,BodyGyroJerk_Mean_Z,-0.037222865
1948,6,WALKING_DOWNSTAIRS,BodyGyroJerk_Std_X,0.039338796
1949,6,WALKING_DOWNSTAIRS,BodyGyroJerk_Std_Y,-0.193508405
1950,6,WALKING_DOWNSTAIRS,BodyGyroJerk_Std_Z,0.193206499
1951,6,WALKING_DOWNSTAIRS,BodyAccMag_Mean,0.333754731
1952,6,WALKING_DOWNSTAIRS,NameBodyAccMag_Std,0.373611914
1953,6,WALKING_DOWNSTAIRS,GravityAccMag_Mean,0.333754731
1954,6,WALKING_DOWNSTAIRS,GravityAccMag_Std,0.373611914
1955,6,WALKING_DOWNSTAIRS,BodyAccJerkMag_Mean,0.103845072
1956,6,WALKING_DOWNSTAIRS,BodyAccJerkMag_Std,0.209502174
1957,6,WALKING_DOWNSTAIRS,BodyGyroMag_Mean,0.014267782
1958,6,WALKING_DOWNSTAIRS,BodyGyroMag_Std,-0.042627675
1959,6,WALKING_DOWNSTAIRS,fBodyAcc_Mean_X,0.328308506
1960,6,WALKING_DOWNSTAIRS,fBodyAcc_Mean_Y,0.339771174
1961,6,WALKING_DOWNSTAIRS,fBodyAcc_Mean_Z,-0.277602591
1962,6,WALKING_DOWNSTAIRS,fBodyAcc_Std_X,0.403369767
1963,6,WALKING_DOWNSTAIRS,fBodyAcc_Std_Y,0.283247838
1964,6,WALKING_DOWNSTAIRS,fBodyAcc_Std_Z,-0.406014311
1965,6,WALKING_DOWNSTAIRS,fBodyAccJerk_Mean_X,0.136554991
1966,6,WALKING_DOWNSTAIRS,fBodyAccJerk_Mean_Y,0.137202452
1967,6,WALKING_DOWNSTAIRS,fBodyAccJerk_Mean_Z,-0.283086205
1968,6,WALKING_DOWNSTAIRS,fBodyAccJerk_Std_X,0.08865151
1969,6,WALKING_DOWNSTAIRS,fBodyAccJerk_Std_Y,0.341242393
1970,6,WALKING_DOWNSTAIRS,fBodyAccJerk_Std_Z,-0.389057047
1971,6,WALKING_DOWNSTAIRS,fBodyGyro_Mean_X,0.063371605
1972,6,WALKING_DOWNSTAIRS,fBodyGyro_Mean_Y,-0.130327466
1973,6,WALKING_DOWNSTAIRS,fBodyGyro_Mean_Z,0.152845249
1974,6,WALKING_DOWNSTAIRS,fBodyGyro_Std_X,-0.286724915
1975,6,WALKING_DOWNSTAIRS,fBodyGyro_Std_Y,-0.235470976
1976,6,WALKING_DOWNSTAIRS,fBodyGyro_Std_Z,-0.275667263
1977,6,WALKING_DOWNSTAIRS,fBodyAccMag_Mean,0.395958035
1978,6,WALKING_DOWNSTAIRS,fBodyAccMag_Std,0.144622757
1979,6,WALKING_DOWNSTAIRS,fBodyBodyAccJerkMag_Mean,0.243834259
1980,6,WALKING_DOWNSTAIRS,fBodyBodyAccJerkMag_Std,0.154808861
1981,6,SITTING,Body_Acc_Mean_X,0.276778487
1982,6,SITTING,Body_Acc_Mean_Y,-0.014591162
1983,6,SITTING,Body_Acc_Mean_Z,-0.110127729
1984,6,SITTING,Body_Acc_Std_X,-0.980164934
1985,6,SITTING,Body_Acc_Std_Y,-0.923682131
1986,6,SITTING,Body_Acc_Std_Z,-0.925797097
1987,6,SITTING,Gravity_Acc_Mean_X,0.933692935
1988,6,SITTING,Gravity_Acc_Mean_Y,0.068262866
1989,6,SITTING,Gravity_Acc_Mean_Z,0.069521966
1990,6,SITTING,Gravity_Acc_Std_X,-0.988872369
1991,6,SITTING,Gravity_Acc_Std_Y,-0.960875995
1992,6,SITTING,Gravity_Acc_Std_Z,-0.955475832
1993,6,SITTING,Body_Acc_Jerk_Mean_X,0.075472164
1994,6,SITTING,Body_Acc_Jerk_Mean_Y,2.56E-06
1995,6,SITTING,Body_Acc_Jerk_Mean_Z,0.006237278
1996,6,SITTING,Body_Acc_Jerk_Std_X,-0.969929476
1997,6,SITTING,Body_Acc_Jerk_Std_Y,-0.945143686
1998,6,SITTING,Body_Acc_Jerk_Std_Z,-0.958572953
1999,6,SITTING,BodyGyro_Mean_X,-0.037244228
2000,6,SITTING,BodyGyro_Mean_Y,-0.08990833
2001,6,SITTING,BodyGyro_Mean_Z,0.085434601
2002,6,SITTING,BodyGyro_Std_X,-0.957367682
2003,6,SITTING,BodyGyro_Std_Y,-0.944130045
2004,6,SITTING,BodyGyro_Std_Z,-0.939681351
2005,6,SITTING,BodyGyroJerk_Mean_X,-0.093669352
2006,6,SITTING,BodyGyroJerk_Mean_Y,-0.03339867
2007,6,SITTING,BodyGyroJerk_Mean_Z,-0.046550431
2008,6,SITTING,BodyGyroJerk_Std_X,-0.943714805
2009,6,SITTING,BodyGyroJerk_Std_Y,-0.961780726
2010,6,SITTING,BodyGyroJerk_Std_Z,-0.958787671
2011,6,SITTING,BodyAccMag_Mean,-0.949543531
2012,6,SITTING,NameBodyAccMag_Std,-0.931572656
2013,6,SITTING,GravityAccMag_Mean,-0.949543531
2014,6,SITTING,GravityAccMag_Std,-0.931572656
2015,6,SITTING,BodyAccJerkMag_Mean,-0.962733502
2016,6,SITTING,BodyAccJerkMag_Std,-0.948181828
2017,6,SITTING,BodyGyroMag_Mean,-0.932703812
2018,6,SITTING,BodyGyroMag_Std,-0.921259473
2019,6,SITTING,fBodyAcc_Mean_X,-0.975351455
2020,6,SITTING,fBodyAcc_Mean_Y,-0.928264365
2021,6,SITTING,fBodyAcc_Mean_Z,-0.935798115
2022,6,SITTING,fBodyAcc_Std_X,-0.982451285
2023,6,SITTING,fBodyAcc_Std_Y,-0.925676956
2024,6,SITTING,fBodyAcc_Std_Z,-0.925768476
2025,6,SITTING,fBodyAccJerk_Mean_X,-0.97103748
2026,6,SITTING,fBodyAccJerk_Mean_Y,-0.947070821
2027,6,SITTING,fBodyAccJerk_Mean_Z,-0.954199786
2028,6,SITTING,fBodyAccJerk_Std_X,-0.971488767
2029,6,SITTING,fBodyAccJerk_Std_Y,-0.946880042
2030,6,SITTING,fBodyAccJerk_Std_Z,-0.961636555
2031,6,SITTING,fBodyGyro_Mean_X,-0.939671401
2032,6,SITTING,fBodyGyro_Mean_Y,-0.943857393
2033,6,SITTING,fBodyGyro_Mean_Z,-0.934764895
2034,6,SITTING,fBodyGyro_Std_X,-0.963407047
2035,6,SITTING,fBodyGyro_Std_Y,-0.94490147
2036,6,SITTING,fBodyGyro_Std_Z,-0.947326798
2037,6,SITTING,fBodyAccMag_Mean,-0.935750391
2038,6,SITTING,fBodyAccMag_Std,-0.939547203
2039,6,SITTING,fBodyBodyAccJerkMag_Mean,-0.948348654
2040,6,SITTING,fBodyBodyAccJerkMag_Std,-0.9473047
2041,6,STANDING,Body_Acc_Mean_X,0.280346249
2042,6,STANDING,Body_Acc_Mean_Y,-0.018123633
2043,6,STANDING,Body_Acc_Mean_Z,-0.112172832
2044,6,STANDING,Body_Acc_Std_X,-0.98175816
2045,6,STANDING,Body_Acc_Std_Y,-0.921493192
2046,6,STANDING,Body_Acc_Std_Z,-0.925692372
2047,6,STANDING,Gravity_Acc_Mean_X,0.945139004
2048,6,STANDING,Gravity_Acc_Mean_Y,-0.230251036
2049,6,STANDING,Gravity_Acc_Mean_Z,0.013919347
2050,6,STANDING,Gravity_Acc_Std_X,-0.985583067
2051,6,STANDING,Gravity_Acc_Std_Y,-0.968449101
2052,6,STANDING,Gravity_Acc_Std_Z,-0.942795062
2053,6,STANDING,Body_Acc_Jerk_Mean_X,0.07306996
2054,6,STANDING,Body_Acc_Jerk_Mean_Y,0.00871884
2055,6,STANDING,Body_Acc_Jerk_Mean_Z,-0.004817122
2056,6,STANDING,Body_Acc_Jerk_Std_X,-0.973132636
2057,6,STANDING,Body_Acc_Jerk_Std_Y,-0.949362277
2058,6,STANDING,Body_Acc_Jerk_Std_Z,-0.967547242
2059,6,STANDING,BodyGyro_Mean_X,-0.028251913
2060,6,STANDING,BodyGyro_Mean_Y,-0.058982364
2061,6,STANDING,BodyGyro_Mean_Z,0.076739475
2062,6,STANDING,BodyGyro_Std_X,-0.947561299
2063,6,STANDING,BodyGyro_Std_Y,-0.942486586
